"Category","FriendlyName","DataName","RequiredProject","Stats","Cost"
"Drive","Pebble Drive x1","PebbleDrivex1","Project_PebbleDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.94 Thrust_N:172700 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:9.81 Mass_t:0",""
"Drive","Pebble Drive x2","PebbleDrivex2","Project_PebbleDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.94 Thrust_N:345400 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:9.81 Mass_t:0",""
"Drive","Pebble Drive x3","PebbleDrivex3","Project_PebbleDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.94 Thrust_N:518100 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:9.81 Mass_t:0",""
"Drive","Pebble Drive x4","PebbleDrivex4","Project_PebbleDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.94 Thrust_N:690800 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:9.81 Mass_t:0",""
"Drive","Pebble Drive x5","PebbleDrivex5","Project_PebbleDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.94 Thrust_N:863500 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:9.81 Mass_t:0",""
"Drive","Pebble Drive x6","PebbleDrivex6","Project_PebbleDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.94 Thrust_N:1036200 ReqPowerPlant:Solid_Core_Fission Propellant:Hydrogen EV_kps:9.81 Mass_t:0",""
"Drive","Lars Drive x1","LarsDrivex1","Project_LarsDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:98000 ReqPowerPlant:Liquid_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Lars Drive x2","LarsDrivex2","Project_LarsDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:196000 ReqPowerPlant:Liquid_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Lars Drive x3","LarsDrivex3","Project_LarsDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:294000 ReqPowerPlant:Liquid_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Lars Drive x4","LarsDrivex4","Project_LarsDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:392000 ReqPowerPlant:Liquid_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Lars Drive x5","LarsDrivex5","Project_LarsDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:490000 ReqPowerPlant:Liquid_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Lars Drive x6","LarsDrivex6","Project_LarsDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:588000 ReqPowerPlant:Liquid_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Teardrop Drive x1","TeardropDrivex1","Project_TeardropDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.75 Thrust_N:333000 ReqPowerPlant:Liquid_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Teardrop Drive x2","TeardropDrivex2","Project_TeardropDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.75 Thrust_N:666000 ReqPowerPlant:Liquid_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Teardrop Drive x3","TeardropDrivex3","Project_TeardropDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.75 Thrust_N:999000 ReqPowerPlant:Liquid_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Teardrop Drive x4","TeardropDrivex4","Project_TeardropDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.75 Thrust_N:1332000 ReqPowerPlant:Liquid_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Teardrop Drive x5","TeardropDrivex5","Project_TeardropDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.75 Thrust_N:1665000 ReqPowerPlant:Liquid_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Teardrop Drive x6","TeardropDrivex6","Project_TeardropDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.75 Thrust_N:1998000 ReqPowerPlant:Liquid_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Fission Spinner Drive x1","FissionSpinnerDrivex1","Project_FissionSpinnerDrive","ThrustCap:14 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:540000 ReqPowerPlant:Liquid_Core_Fission Propellant:Hydrogen EV_kps:17.7 Mass_t:0",""
"Drive","Fission Spinner Drive x2","FissionSpinnerDrivex2","Project_FissionSpinnerDrive","ThrustCap:14 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:1080000 ReqPowerPlant:Liquid_Core_Fission Propellant:Hydrogen EV_kps:17.7 Mass_t:0",""
"Drive","Fission Spinner Drive x3","FissionSpinnerDrivex3","Project_FissionSpinnerDrive","ThrustCap:14 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:1620000 ReqPowerPlant:Liquid_Core_Fission Propellant:Hydrogen EV_kps:17.7 Mass_t:0",""
"Drive","Fission Spinner Drive x4","FissionSpinnerDrivex4","Project_FissionSpinnerDrive","ThrustCap:14 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:2160000 ReqPowerPlant:Liquid_Core_Fission Propellant:Hydrogen EV_kps:17.7 Mass_t:0",""
"Drive","Fission Spinner Drive x5","FissionSpinnerDrivex5","Project_FissionSpinnerDrive","ThrustCap:14 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:2700000 ReqPowerPlant:Liquid_Core_Fission Propellant:Hydrogen EV_kps:17.7 Mass_t:0",""
"Drive","Fission Spinner Drive x6","FissionSpinnerDrivex6","Project_FissionSpinnerDrive","ThrustCap:14 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:3240000 ReqPowerPlant:Liquid_Core_Fission Propellant:Hydrogen EV_kps:17.7 Mass_t:0",""
"Drive","Vortex Drive x1","VortexDrivex1","Project_VortexDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:330000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Vortex Drive x2","VortexDrivex2","Project_VortexDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:660000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Vortex Drive x3","VortexDrivex3","Project_VortexDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:990000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Vortex Drive x4","VortexDrivex4","Project_VortexDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:1320000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Vortex Drive x5","VortexDrivex5","Project_VortexDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:1650000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Vortex Drive x6","VortexDrivex6","Project_VortexDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:1980000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Advanced Vortex Drive x1","AdvancedVortexDrivex1","Project_AdvancedVortexDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:504000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Advanced Vortex Drive x2","AdvancedVortexDrivex2","Project_AdvancedVortexDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:1008000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Advanced Vortex Drive x3","AdvancedVortexDrivex3","Project_AdvancedVortexDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:1512000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Advanced Vortex Drive x4","AdvancedVortexDrivex4","Project_AdvancedVortexDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:2016000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Advanced Vortex Drive x5","AdvancedVortexDrivex5","Project_AdvancedVortexDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:2520000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Advanced Vortex Drive x6","AdvancedVortexDrivex6","Project_AdvancedVortexDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.7 Thrust_N:3024000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:19.62 Mass_t:0",""
"Drive","Quartz Drive x1","QuartzDrivex1","Project_QuartzDrive","ThrustCap:12 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:117700 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:10.8 Mass_t:0",""
"Drive","Quartz Drive x2","QuartzDrivex2","Project_QuartzDrive","ThrustCap:12 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:235400 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:10.8 Mass_t:0",""
"Drive","Quartz Drive x3","QuartzDrivex3","Project_QuartzDrive","ThrustCap:12 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:353100 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:10.8 Mass_t:0",""
"Drive","Quartz Drive x4","QuartzDrivex4","Project_QuartzDrive","ThrustCap:12 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:470800 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:10.8 Mass_t:0",""
"Drive","Quartz Drive x5","QuartzDrivex5","Project_QuartzDrive","ThrustCap:12 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:588500 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:10.8 Mass_t:0",""
"Drive","Quartz Drive x6","QuartzDrivex6","Project_QuartzDrive","ThrustCap:12 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:706200 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:10.8 Mass_t:0",""
"Drive","Lightbulb Drive x1","LightbulbDrivex1","Project_LightbulbDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:409000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:18.3 Mass_t:0",""
"Drive","Lightbulb Drive x2","LightbulbDrivex2","Project_LightbulbDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:818000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:18.3 Mass_t:0",""
"Drive","Lightbulb Drive x3","LightbulbDrivex3","Project_LightbulbDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:1227000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:18.3 Mass_t:0",""
"Drive","Lightbulb Drive x4","LightbulbDrivex4","Project_LightbulbDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:1636000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:18.3 Mass_t:0",""
"Drive","Lightbulb Drive x5","LightbulbDrivex5","Project_LightbulbDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:2045000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:18.3 Mass_t:0",""
"Drive","Lightbulb Drive x6","LightbulbDrivex6","Project_LightbulbDrive","ThrustCap:15 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:2454000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:18.3 Mass_t:0",""
"Drive","Pharos Drive x1","PharosDrivex1","Project_PharosDrive","ThrustCap:16 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:445000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:20.4 Mass_t:0",""
"Drive","Pharos Drive x2","PharosDrivex2","Project_PharosDrive","ThrustCap:16 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:890000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:20.4 Mass_t:0",""
"Drive","Pharos Drive x3","PharosDrivex3","Project_PharosDrive","ThrustCap:16 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:1335000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:20.4 Mass_t:0",""
"Drive","Pharos Drive x4","PharosDrivex4","Project_PharosDrive","ThrustCap:16 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:1780000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:20.4 Mass_t:0",""
"Drive","Pharos Drive x5","PharosDrivex5","Project_PharosDrive","ThrustCap:16 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:2225000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:20.4 Mass_t:0",""
"Drive","Pharos Drive x6","PharosDrivex6","Project_PharosDrive","ThrustCap:16 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:2670000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:20.4 Mass_t:0",""
"Drive","Burner Drive x1","BurnerDrivex1","Project_BurnerDrive","ThrustCap:24 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:108000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:69 Mass_t:0",""
"Drive","Burner Drive x2","BurnerDrivex2","Project_BurnerDrive","ThrustCap:24 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:216000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:69 Mass_t:0",""
"Drive","Burner Drive x3","BurnerDrivex3","Project_BurnerDrive","ThrustCap:24 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:324000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:69 Mass_t:0",""
"Drive","Burner Drive x4","BurnerDrivex4","Project_BurnerDrive","ThrustCap:24 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:432000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:69 Mass_t:0",""
"Drive","Burner Drive x5","BurnerDrivex5","Project_BurnerDrive","ThrustCap:24 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:540000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:69 Mass_t:0",""
"Drive","Burner Drive x6","BurnerDrivex6","Project_BurnerDrive","ThrustCap:24 DriveClass:Fission_Thermal Efficiency:0.85 Thrust_N:648000 ReqPowerPlant:Gas_Core_Fission Propellant:Hydrogen EV_kps:69 Mass_t:0",""
"Drive","Antimatter Microfission Drive x1","AntimatterMicrofissionDrivex1","Project_AntimatterMicrofissionDrive","ThrustCap:60 DriveClass:Fission_Pulse Efficiency:0.98 Thrust_N:275000 ReqPowerPlant:Any_General Propellant:ReactionProducts EV_kps:132.44 Mass_t:0",""
"Drive","Orion Drive x1","OrionDrivex1","Project_OrionDrive","ThrustCap:5 DriveClass:Fission_Pulse Efficiency:1 Thrust_N:16000000 ReqPowerPlant:Any_General Propellant:ReactionProducts EV_kps:42.1 Mass_t:0",""
"Utility","ISRU Module","ISRUModule","Project_ISRUModule","Mass_t:100",""
"Utility","Remass Scoop","RemassScoop","Project_RemassScoop","Mass_t:40",""
"Utility","Muon Spiker","MuonSpiker","Project_MuonSpiker","Mass_t:30",""
"Utility","Mobile Space Science Lab","MobileSpaceScienceLab","Project_MobileSpaceScienceLab","Mass_t:200",""
"Utility","Repair Bay","RepairBay","Project_RepairBay","Mass_t:700",""
"Utility","Salvage Bay","SalvageBay","Project_SalvageBay","Mass_t:1000",""
"Utility","Marine Assault Unit","MarineAssaultUnit","Project_MarineAssaultUnit","Mass_t:200",""
"Utility","Advanced Marine Assault Unit","AdvancedMarineAssaultUnit","Project_AdvancedMarineAssaultUnit","Mass_t:200",""
"Utility","Elite Marine Assault Unit","EliteMarineAssaultUnit","Project_EliteMarineAssaultUnit","Mass_t:200",""
"Utility","Laser Engine","LaserEngine","Project_LaserEngine","Mass_t:25",""
"Utility","Liquid Hydrogen Containment","LiquidHydrogenContainment","Project_LiquidHydrogenContainment","Mass_t:5",""
"Utility","Slush Hydrogen Tankage","SlushHydrogenTankage","Project_SlushHydrogenTankage","Mass_t:10",""
"Utility","Magazine","Magazine","Project_Magazine","Mass_t:100",""
"Utility","Component Armor","ComponentArmor","Project_ComponentArmor","Mass_t:500",""
"Utility","Solar Platform Kit","SolarPlatformKit","Project_SolarPlatformKit","Mass_t:200",""
"Utility","Solar Outpost Kit","SolarOutpostKit","Project_SolarOutpostKit","Mass_t:250",""
"Utility","Fission Platform Kit","FissionPlatformKit","Project_FissionPlatformKit","Mass_t:250",""
"Utility","Fission Outpost Kit","FissionOutpostKit","Project_FissionOutpostKit","Mass_t:300",""
"Utility","Automated Solar Platform Kit","AutomatedSolarPlatformKit","Project_AutomatedSolarPlatformKit","Mass_t:250",""
"Utility","Automated Solar Outpost Kit","AutomatedSolarOutpostKit","Project_AutomatedSolarOutpostKit","Mass_t:1200",""
"Utility","Automated Fission Platform Kit","AutomatedFissionPlatformKit","Project_AutomatedFissionPlatformKit","Mass_t:300",""
"Utility","Electronic Countermeasures 1","ElectronicCountermeasures1","Project_ECM1","Mass_t:10",""
"Utility","Electronic Countermeasures 2","ElectronicCountermeasures2","Project_ECM2","Mass_t:10",""
"Utility","Electronic Countermeasures 3","ElectronicCountermeasures3","Project_ECM3","Mass_t:10",""
"Utility","Flag Bridge","FlagBridge","Project_FlagBridge","Mass_t:90",""
"Utility","Targeting Computer 1","TargetingComputer1","Project_TargetingComputer1","Mass_t:10",""
"Utility","Targeting Computer 2","TargetingComputer2","Project_TargetingComputer2","Mass_t:10",""
"Utility","Targeting Computer 3","TargetingComputer3","Project_TargetingComputer3","Mass_t:10",""
"Utility","Armor Struts","ArmorStruts","Project_ArmorStruts","Mass_t:100",""
"Utility","Cyclotron","Cyclotron","Project_Cyclotron","Mass_t:50",""
"Utility","VectorThrusters","VectorThrusters","Project_PatrolVessels","Mass_t:20",""
"Utility","Empty","Empty",,"",""
"PowerPlant","Fuel Cell I","FuelCellI",,"PowerPlantClass:Fuel_Cell Output_GW:0.2",""
"PowerPlant","Fuel Cell II","FuelCellII","Project_FuelCellII","PowerPlantClass:Fuel_Cell Output_GW:0.8",""
"PowerPlant","Solid Core Fission Reactor I","SolidCoreFissionReactorI","Project_SolidCoreFissionReactorI","PowerPlantClass:Solid_Core_Fission Output_GW:2",""
"PowerPlant","Solid Core Fission Reactor II","SolidCoreFissionReactorII","Project_SolidCoreFissionReactorII","PowerPlantClass:Solid_Core_Fission Output_GW:6",""
"PowerPlant","Solid Core Fission Reactor III","SolidCoreFissionReactorIII","Project_SolidCoreFissionReactorIII","PowerPlantClass:Solid_Core_Fission Output_GW:20",""
"PowerPlant","Solid Core Fission Reactor IV","SolidCoreFissionReactorIV","Project_SolidCoreFissionReactorIV","PowerPlantClass:Solid_Core_Fission Output_GW:60",""
"PowerPlant","Solid Core Fission Reactor V","SolidCoreFissionReactorV","Project_SolidCoreFissionReactorV","PowerPlantClass:Solid_Core_Fission Output_GW:125",""
"PowerPlant","Compact Solid Core Fission Reactor I","SolidCoreFissionReactorVI","Project_SolidCoreFissionReactorVI","PowerPlantClass:Solid_Core_Fission Output_GW:1.5",""
"PowerPlant","Compact Solid Core Fission Reactor II","SolidCoreFissionReactorVII","Project_SolidCoreFissionReactorVII","PowerPlantClass:Solid_Core_Fission Output_GW:5",""
"PowerPlant","Compact Solid Core Fission Reactor III","SolidCoreFissionReactorVIII","Project_SolidCoreFissionReactorVIII","PowerPlantClass:Solid_Core_Fission Output_GW:12",""
"PowerPlant","Compact Solid Core Fission Reactor IV","SolidCoreFissionReactorIX","Project_SolidCoreFissionReactorIX","PowerPlantClass:Solid_Core_Fission Output_GW:20",""
"PowerPlant","Compact Solid Core Fission Reactor V","SolidCoreFissionReactorX","Project_SolidCoreFissionReactorX","PowerPlantClass:Solid_Core_Fission Output_GW:20",""
"PowerPlant","Molten Salt Fission Reactor I","MoltenSaltFissionReactorI","Project_MoltenSaltFissionReactorI","PowerPlantClass:Molten_Salt_Core_Fission Output_GW:40",""
"PowerPlant","Molten Salt Fission Reactor II","MoltenSaltFissionReactorII","Project_MoltenSaltFissionReactorII","PowerPlantClass:Molten_Salt_Core_Fission Output_GW:420",""
"PowerPlant","Molten Core Fission Reactor I","MoltenCoreFissionReactorI","Project_MoltenCoreFissionReactorI","PowerPlantClass:Liquid_Core_Fission Output_GW:8",""
"PowerPlant","Molten Core Fission Reactor II","MoltenCoreFissionReactorII","Project_MoltenCoreFissionReactorII","PowerPlantClass:Liquid_Core_Fission Output_GW:35",""
"PowerPlant","Molten Core Fission Reactor III","MoltenCoreFissionReactorIII","Project_MoltenCoreFissionReactorIII","PowerPlantClass:Liquid_Core_Fission Output_GW:420",""
"PowerPlant","Vapor Core Fission Reactor I","VaporCoreFissionReactorI","Project_VaporCoreFissionReactorI","PowerPlantClass:Gas_Core_Fission Output_GW:6.5",""
"PowerPlant","Vapor Core Fission Reactor II","VaporCoreFissionReactorII","Project_VaporCoreFissionReactorII","PowerPlantClass:Gas_Core_Fission Output_GW:20",""
"PowerPlant","Vapor Core Fission Reactor III","VaporCoreFissionReactorIII","Project_VaporCoreFissionReactorIII","PowerPlantClass:Gas_Core_Fission Output_GW:60",""
"PowerPlant","Gas Core Fission Reactor I","GasCoreFissionReactorI","Project_GasCoreFissionReactorI","PowerPlantClass:Gas_Core_Fission Output_GW:8",""
"PowerPlant","Gas Core Fission Reactor II","GasCoreFissionReactorII","Project_GasCoreFissionReactorII","PowerPlantClass:Gas_Core_Fission Output_GW:33",""
"PowerPlant","Gas Core Fission Reactor III","GasCoreFissionReactorIII","Project_GasCoreFissionReactorIII","PowerPlantClass:Gas_Core_Fission Output_GW:150",""
"PowerPlant","Electrostatic Confinement Fusion Reactor I","ElectrostaticConfinementFusionReactorI","Project_ElectrostaticConfinementFusionReactorI","PowerPlantClass:Electrostatic_Confinement_Fusion Output_GW:46",""
"PowerPlant","Mirror Cell Fusion Reactor I","MirrorCellFusionReactorI","Project_MirrorCellFusionReactorI","PowerPlantClass:Mirrored_Magnetic_Confinement_Fusion Output_GW:120",""
"PowerPlant","Fusion Tokamak I","FusionTokamakI","Project_FusionTokamakI","PowerPlantClass:Toroid_Magnetic_Confinement_Fusion Output_GW:128",""
"HeatSink","Water Heat Sink","WaterHeatSink","Project_Warships","Capacity_GJ:100 Mass_t:250",""
"HeatSink","Potassium Heat Sink","PotassiumHeatSink","Project_PotassiumHeatSink","Capacity_GJ:110 Mass_t:205",""
"HeatSink","Sodium Heat Sink","SodiumHeatSink","Project_SodiumHeatSink","Capacity_GJ:370 Mass_t:230",""
"HeatSink","Heavy Water Heat Sink","HeavyWaterHeatSink","Project_Warships","Capacity_GJ:200 Mass_t:500",""
"HeatSink","Heavy Potassium Heat Sink","HeavyPotassiumHeatSink","Project_PotassiumHeatSink","Capacity_GJ:220 Mass_t:410",""
"HeatSink","Heavy Sodium Heat Sink","HeavySodiumHeatSink","Project_SodiumHeatSink","Capacity_GJ:740 Mass_t:460",""
"Weapon_Particle","Point Defense E-Beamer","PointDefenseE-Beamer","Project_EBeamBatteries","Range:200 Dmg:5",""
"Weapon_Particle","Light E-Beam Battery","LightE-BeamBattery","Project_EBeamBatteries","Range:300 Dmg:20",""
"Weapon_Particle","E-Beam Battery","E-BeamBattery","Project_EBeamBatteries","Range:400 Dmg:40",""
"Weapon_Particle","Heavy E-Beam Battery","HeavyE-BeamBattery","Project_EBeamBatteries","Range:500 Dmg:80",""
"Weapon_Particle","Electron Lance","ElectronLance","Project_ElectronLance","Range:500 Dmg:60",""
"Weapon_Particle","Heavy Electron Lance","HeavyElectronLance","Project_ElectronLance","Range:600 Dmg:120",""
"Weapon_Particle","Spinal Electron Lance","SpinalElectronLance","Project_ElectronLance","Range:800 Dmg:240",""
"Weapon_Particle","Point Defense Ion Battery","PointDefenseIonBattery","Project_IonBatteries","Range:200 Dmg:5",""
"Weapon_Particle","Light Ion Battery","LightIonBattery","Project_IonBatteries","Range:500 Dmg:20",""
"Weapon_Particle","Ion Battery","IonBattery","Project_IonBatteries","Range:600 Dmg:40",""
"Weapon_Particle","Heavy Ion Battery","HeavyIonBattery","Project_IonBatteries","Range:700 Dmg:80",""
"Weapon_Particle","Light Ion Cannon","LightIonCannon","Project_IonCannon","Range:500 Dmg:30",""
"Weapon_Particle","Ion Cannon","IonCannon","Project_IonCannon","Range:600 Dmg:60",""
"Weapon_Particle","Heavy Ion Cannon","HeavyIonCannon","Project_IonCannon","Range:700 Dmg:120",""
"Weapon_Particle","Spinal Ion Cannon","SpinalIonCannon","Project_IonCannon","Range:850 Dmg:240",""
"Weapon_Particle","Particle Beam Battery","ParticleBeamBattery","Project_ParticleBeamBatteries","Range:600 Dmg:40",""
"Weapon_Particle","Heavy Particle Beam Battery","HeavyParticleBeamBattery","Project_ParticleBeamBatteries","Range:700 Dmg:80",""
"Weapon_Particle","Light Particle Lance","LightParticleLance","Project_ParticleLance","Range:700 Dmg:30",""
"Weapon_Particle","Particle Lance","ParticleLance","Project_ParticleLance","Range:800 Dmg:60",""
"Weapon_Particle","Heavy Particle Lance","HeavyParticleLance","Project_ParticleLance","Range:900 Dmg:120",""
"Weapon_Particle","Spinal Particle Lance","SpinalParticleLance","Project_ParticleLance","Range:1000 Dmg:240",""
"Weapon_Missile","Krait Missile Bay","KraitMissileBay","Project_Warships","DV:3.33 Range:800 Accel:4.46 Dmg:240",""
"Weapon_Missile","Anaconda Missile Bay","AnacondaMissileBay","Project_AnacondaMissileBay","DV:3.76 Range:800 Accel:14.94 Dmg:360",""
"Weapon_Missile","Cobra Missile Bay","CobraMissileBay","Project_AnacondaMissileBay","DV:3.45 Range:800 Accel:14.94 Dmg:450",""
"Weapon_Missile","Copperhead Missile Bay","CopperheadMissileBay","Project_CopperheadMissileBay","DV:3.68 Range:800 Accel:18.27 Dmg:720",""
"Weapon_Missile","Viper Missile Bay","ViperMissileBay","Project_ViperMissileBay","DV:5.64 Range:800 Accel:18.27 Dmg:",""
"Weapon_Missile","Lancehead Missile Bay","LanceheadMissileBay","Project_LanceheadMissileBay","DV:4.36 Range:800 Accel:18.27 Dmg:",""
"Weapon_Missile","Hera Torpedo Bay","HeraTorpedoBay","Project_AnacondaMissileBay","DV:6.22 Range:1000 Accel:7.47 Dmg:540",""
